name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"53.562762,9.573723",6/28/2023,22.3,12.3,17.8,22.3,12.3,17.8,12.6,73.4,0,0,0,,0,0,32,15.9,268.1,1017,46,35.9,226,19.5,7,,2023-06-28T04:54:41,2023-06-28T21:55:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",6/29/2023,23.3,17.6,20,23.3,17.6,20,16.3,80,4.538,100,29.17,rain,0,0,29.2,15.3,210.5,1014.1,98.8,21.1,164.8,14.3,6,,2023-06-29T04:55:16,2023-06-29T21:54:48,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",6/30/2023,21.1,15.5,18.1,21.1,15.5,18.1,13.1,74.6,0.056,100,16.67,rain,0,0,31.3,15.6,295.3,1011.3,74.7,36.3,223.1,19.4,6,,2023-06-30T04:55:55,2023-06-30T21:54:31,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/1/2023,17.8,15.2,16.5,17.8,15.2,16.5,13.8,84.8,7.125,100,62.5,rain,0,0,41.4,20,206.4,1003.6,93.9,25.9,54.6,4.8,2,,2023-07-01T04:56:37,2023-07-01T21:54:10,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/2/2023,20.1,14.4,16.9,20.1,14.4,16.9,10.3,66.9,0.008,100,12.5,rain,0,0,61.9,31.7,256.1,1004.9,41,34.3,251.9,21.9,7,,2023-07-02T04:57:22,2023-07-02T21:53:46,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/3/2023,17.8,13.2,15.3,17.8,13.2,15.3,9.8,70.1,4.896,100,41.67,rain,0,0,61.2,24.4,238.5,1007.1,57.8,35,157.9,13.8,5,,2023-07-03T04:58:09,2023-07-03T21:53:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/4/2023,18.3,11.4,14.1,18.3,11.4,14.1,11,82.4,12.893,100,54.17,rain,0,0,59.8,27.9,235,1009.9,50.9,30.3,187.3,16.1,6,,2023-07-04T04:58:59,2023-07-04T21:52:48,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00704,E9645,C9514,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/5/2023,18.3,11.4,14.8,18.3,11.4,14.8,10.9,79,8.697,100,45.83,rain,0,0,91.4,38.9,199.5,1007.3,82.8,31.2,102,9,8,,2023-07-05T04:59:53,2023-07-05T21:52:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/6/2023,21.3,11.6,16.3,21.3,11.6,16.3,10.7,71.4,2.666,100,16.67,rain,0,0,46.8,18.9,245.6,1016,25.2,38.7,188.6,16.4,8,,2023-07-06T05:00:48,2023-07-06T21:51:37,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/7/2023,25.7,8.8,18.5,25.7,8.8,18.5,10.8,66.1,0,0,0,,0,0,21.6,13.1,291.2,1021.3,2,32.6,280.2,24.2,8,,2023-07-07T05:01:47,2023-07-07T21:50:57,0.64,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/8/2023,29.1,11.9,21.4,28.7,11.9,21.3,13.3,63.5,0,0,0,,0,0,29.2,16.1,73.2,1020.7,0,33.6,300.2,26,8,,2023-07-08T05:02:48,2023-07-08T21:50:13,0.67,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/9/2023,30.4,16,22.8,31,16,23,15.5,65,0.618,100,8.33,rain,0,0,28.1,18.2,89.7,1019.6,53.7,35.5,251.9,21.8,8,,2023-07-09T05:03:51,2023-07-09T21:49:26,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/10/2023,24.1,16,20.4,24.1,16,20.4,16,78.5,5.776,100,25,rain,0,0,50,21.9,292.7,1018.8,57.8,23.8,205.3,17.9,7,,2023-07-10T05:04:57,2023-07-10T21:48:36,0.75,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/11/2023,29.6,12.9,21.5,29.4,12.9,21.5,14.6,69.2,0,0,0,,0,0,44.3,21.6,184.4,1014.2,79.4,35.9,238.6,20.4,8,,2023-07-11T05:06:05,2023-07-11T21:47:42,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,00760,01981,01975,04039"
"53.562762,9.573723",7/12/2023,22.1,15.6,18.3,22.1,15.6,18.3,16.1,87.6,38.639,100,62.5,rain,0,0,53.3,25.8,252.7,1008.7,66.2,32.9,176.5,15,9,,2023-07-12T05:07:15,2023-07-12T21:46:46,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/13/2023,20.8,13.6,16.7,20.8,13.6,16.7,14,85.1,7.321,100,41.67,rain,0,0,51.1,22.8,236.1,1014.1,39.5,30.3,277.1,23.7,10,,2023-07-13T05:08:27,2023-07-13T21:45:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/14/2023,23.6,12.5,18.2,23.6,12.5,18.2,14.1,79.1,0.002,100,8.33,rain,0,0,34.9,13.5,183,1015.4,28.5,30.9,239.8,20.7,9,,2023-07-14T05:09:42,2023-07-14T21:44:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/15/2023,29.9,16.2,23.3,29.8,16.2,23.4,15.1,61.3,0.004,100,8.33,rain,0,0,59.4,31.2,178.6,1006.6,54.2,45.4,233.5,20,10,,2023-07-15T05:10:58,2023-07-15T21:43:39,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/16/2023,22.2,16.6,19.7,22.2,16.6,19.7,14.1,72.1,3.796,100,20.83,rain,0,0,58.3,37.6,222.3,1011,62.2,41.4,196.7,16.9,9,,2023-07-16T05:12:16,2023-07-16T21:42:31,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/17/2023,20.4,13.5,17,20.4,13.5,17,12.6,76.6,2.127,100,50,rain,0,0,57.6,24.7,234.2,1016,57.6,39.5,126.2,11,7,,2023-07-17T05:13:37,2023-07-17T21:41:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/18/2023,21.3,11.7,16.2,21.3,11.7,16.2,12.9,82.8,7.981,100,16.67,rain,0,0,42.8,17.1,248.3,1018.5,63.7,29.3,186.6,16,7,,2023-07-18T05:14:58,2023-07-18T21:40:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/19/2023,19.5,13.9,16.2,19.5,13.9,16.2,13.3,83.5,5.207,100,54.17,rain,0,0,30.6,15,353.4,1012.8,81.7,34.3,148,12.8,8,,2023-07-19T05:16:22,2023-07-19T21:38:51,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/20/2023,18.9,12.3,15.7,18.9,12.3,15.7,11.8,78.9,6.221,100,45.83,rain,0,0,43.9,23.5,288.3,1013,30.8,34.9,174.6,15.3,10,,2023-07-20T05:17:47,2023-07-20T21:37:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/21/2023,20.8,11.1,16.1,20.8,11.1,16.1,11.2,75.7,3.16,100,25,rain,0,0,27,19.3,272.9,1010.8,61.8,31.5,250,21.6,9,,2023-07-21T05:19:14,2023-07-21T21:36:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/22/2023,19.8,11.6,15,19.8,11.6,15,12.2,84.4,2.926,100,54.17,rain,0,0,42.8,19.1,227.9,1011.7,63.6,24.8,153.4,13.4,8,,2023-07-22T05:20:42,2023-07-22T21:34:46,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/23/2023,18.8,13.4,16,18.8,13.4,16,14.7,92.3,9.227,100,87.5,rain,0,0,42.1,22.5,194.4,1006.8,94.6,17.9,57.8,4.9,2,,2023-07-23T05:22:11,2023-07-23T21:33:20,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/24/2023,23.6,15.1,18.6,23.6,15.1,18.6,15.6,83.4,5.551,100,29.17,rain,0,0,40.3,19.5,235.9,1001.3,82.3,36.2,181.9,15.8,10,,2023-07-24T05:23:42,2023-07-24T21:31:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/25/2023,18.4,12.1,15.2,18.4,12.1,15.2,11.5,80.2,2.36,100,29.17,rain,0,0,42.8,25.2,273.9,1004.5,42.7,32.8,263.7,22.9,9,,2023-07-25T05:25:14,2023-07-25T21:30:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/26/2023,17.9,11.4,14.4,17.9,11.4,14.4,11,80.8,1.56,100,45.83,rain,0,0,43.6,26,255.2,1009.4,60.6,36.7,202.3,17.7,9,,2023-07-26T05:26:47,2023-07-26T21:28:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/27/2023,17.3,11.4,14.6,17.3,11.4,14.6,13.4,92.8,5.431,100,66.67,rain,0,0,29.9,16.9,157.9,1006.3,82.6,26.8,51.9,4.6,1,,2023-07-27T05:28:21,2023-07-27T21:27:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/28/2023,21.6,15.7,18.1,21.6,15.7,18.1,16.1,89,6.898,100,66.67,rain,0,0,29.9,13.2,325.6,1004.5,86.4,19.6,129.5,11.1,5,,2023-07-28T05:29:56,2023-07-28T21:25:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/29/2023,23.6,15.9,18.8,23.6,15.9,18.8,16.6,88.5,5.006,100,45.83,rain,0,0,40,20.8,239,1006,70.2,17.9,128.4,10.9,7,,2023-07-29T05:31:32,2023-07-29T21:23:54,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/30/2023,20.6,13.8,16.5,20.6,13.8,16.5,14.4,87.9,8.331,100,50,rain,0,0,56.2,24.5,225.2,1008.3,60.9,25,143.5,12.4,6,,2023-07-30T05:33:09,2023-07-30T21:22:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",7/31/2023,17.8,13.7,15.7,17.8,13.7,15.7,15.1,96,40.543,100,79.17,rain,0,0,51.1,18,205.3,1004.7,99.5,22.7,80.2,6.9,2,,2023-07-31T05:34:47,2023-07-31T21:20:28,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/1/2023,18.1,15.3,16.6,18.1,15.3,16.6,15,90.4,17.055,100,83.33,rain,0,0,47.9,18.6,238.4,996.3,83.1,26.9,156.7,13.6,8,,2023-08-01T05:36:25,2023-08-01T21:18:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/2/2023,18.8,14.9,16.8,18.8,14.9,16.8,15.1,90,6.857,100,58.33,rain,0,0,38.9,20,187.8,995,89,27.7,91.8,7.9,4,,2023-08-02T05:38:04,2023-08-02T21:16:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/3/2023,21.3,14.6,17.3,21.3,14.6,17.3,15.3,88.9,13.787,100,79.17,rain,0,0,37.4,19.3,243.3,993.9,79.2,32.2,121.5,10.4,4,,2023-08-03T05:39:44,2023-08-03T21:15:05,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/4/2023,19.7,14.6,16.9,19.7,14.6,16.9,13.9,82.9,1.968,100,37.5,rain,0,0,34.9,20.3,272.3,1010,47.6,36.2,132.3,11.1,8,,2023-08-04T05:41:25,2023-08-04T21:13:13,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/5/2023,21.6,12.6,16.9,21.6,12.6,16.9,12.3,75.6,0.054,100,8.33,rain,0,0,24.8,14.3,162.8,1013.2,44.7,31.6,279.8,24.2,9,,2023-08-05T05:43:06,2023-08-05T21:11:20,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/6/2023,18.6,13.9,16.2,18.6,13.9,16.2,14.1,87.8,4.319,100,70.83,rain,0,0,26.6,16,18.9,1006.1,99.7,31.9,50.3,4.4,2,,2023-08-06T05:44:47,2023-08-06T21:09:26,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/7/2023,17.3,13.4,15.2,17.3,13.4,15.2,11.6,80.4,3.68,100,75,rain,0,0,68.4,38.4,283.3,1006.6,88.3,34.7,140,12,5,,2023-08-07T05:46:29,2023-08-07T21:07:29,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/8/2023,16.2,12.2,13.7,16.2,12.2,13.7,10.8,82.7,17.136,100,91.67,rain,0,0,68.8,33.6,257.5,1007.6,52.2,34.4,90.2,7.9,5,,2023-08-08T05:48:12,2023-08-08T21:05:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/9/2023,18.6,10.7,14.3,18.6,10.7,14.3,10.5,79.2,1.528,100,54.17,rain,0,0,53.6,24.3,267,1012.8,41.8,41,219.7,19,9,,2023-08-09T05:49:55,2023-08-09T21:03:32,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/10/2023,20.3,9.2,15,20.3,7.9,14.8,9.8,73.7,0,0,0,,0,0,33.5,15.8,276.8,1020.3,27,36.3,192.2,16.6,9,,2023-08-10T05:51:38,2023-08-10T21:01:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/11/2023,26.6,11.1,19.1,26.6,11.1,19.1,14.5,77.2,0,0,0,,0,0,27.4,13.6,180.7,1020.1,55.4,39,143.5,12.4,6,,2023-08-11T05:53:21,2023-08-11T20:59:29,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/12/2023,21.6,14.2,18.9,21.6,14.2,18.9,17.7,93.2,8.629,100,54.17,rain,0,0,32,21.7,210.2,1015.4,82.2,26.9,59.2,5.3,3,,2023-08-12T05:55:05,2023-08-12T20:57:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/13/2023,23.8,13.2,18.5,23.8,13.2,18.5,14.6,80.4,0,0,0,,0,0,36,19,215,1016.3,53.2,31.5,182.6,15.7,7,,2023-08-13T05:56:49,2023-08-13T20:55:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/14/2023,26.2,11.9,19.3,26.2,11.9,19.3,15.3,79.8,0,0,0,,0,0,20.9,8.9,139.2,1015.2,45.4,22.1,211.9,18.3,9,,2023-08-14T05:58:33,2023-08-14T20:53:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/15/2023,25.1,15.7,20.3,25.1,15.7,20.3,17.3,84,0.139,100,16.67,rain,0,0,41.8,20.6,256.3,1014.6,68.3,28.8,134.6,11.7,7,,2023-08-15T06:00:17,2023-08-15T20:51:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/16/2023,21.9,12.7,17.8,21.9,12.7,17.8,14.1,80.4,0.004,100,4.17,rain,0,0,23,13.4,329.8,1021.4,52.3,29.5,199.2,17.2,9,,2023-08-16T06:02:02,2023-08-16T20:48:58,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/17/2023,17,15.4,16,17,15.4,16,14.5,90.7,11.08,100,54.17,rain,0,0,32.4,16,40.9,1021.9,90.9,29.9,37.5,3.3,2,,2023-08-17T06:03:46,2023-08-17T20:46:49,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/18/2023,26.3,15.4,19.9,26.3,15.4,19.9,17.4,85.8,0,0,0,,0,0,30.6,16.6,60.3,1018.8,54.6,28.2,123.8,10.8,5,,2023-08-18T06:05:31,2023-08-18T20:44:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/19/2023,27.9,18.1,22.6,30.1,18.1,23,20.4,88.2,1.083,100,16.67,rain,0,0,33.8,18,121.4,1016.3,75.4,25,128,11.1,7,,2023-08-19T06:07:16,2023-08-19T20:42:26,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/20/2023,25.6,14.7,19.8,25.6,14.7,19.8,16.5,82.8,0.002,100,8.33,rain,0,0,32.4,15.3,275.2,1021.7,22.3,21.1,250,21.5,9,,2023-08-20T06:09:01,2023-08-20T20:40:13,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/21/2023,23.9,12.9,18.6,23.9,12.9,18.6,14.2,78.7,0,0,0,,0,0,22.7,13,304.6,1023,4.4,23.4,183.3,15.9,8,,2023-08-21T06:10:46,2023-08-21T20:37:59,0.17,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/22/2023,25.1,12.9,19,25.1,12.9,19,13.6,74,0,0,0,,0,0,27,14.4,259.9,1019.8,38.6,30.8,223.9,19.5,8,,2023-08-22T06:12:31,2023-08-22T20:35:44,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/23/2023,24.1,13.2,18.8,24.1,13.2,18.8,15,80.4,0,0,0,,0,0,28.4,15.2,262.7,1019.3,37.2,19.4,173,14.7,7,,2023-08-23T06:14:16,2023-08-23T20:33:28,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/24/2023,24.4,13.2,19.7,24.4,13.2,19.7,16.1,81,0.198,100,8.33,rain,0,0,20.5,10.3,99.9,1015.8,62,22.8,192.3,16.6,7,,2023-08-24T06:16:01,2023-08-24T20:31:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/25/2023,22,18.4,20.3,22,18.4,20.3,18.2,87.9,0.222,100,33.33,rain,0,0,27,11.5,204.1,1007.7,77.8,18,73.3,6.4,3,,2023-08-25T06:17:46,2023-08-25T20:28:54,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/26/2023,20.7,15.1,18,20.7,15.1,18,14.8,82.9,2.927,100,20.83,rain,0,0,40.7,19,241.4,1008.7,50.8,20.9,119.9,10.3,5,,2023-08-26T06:19:31,2023-08-26T20:26:36,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/27/2023,19.5,10.9,15,19.5,10.9,15,12.8,87.5,5.731,100,25,rain,0,0,35.6,16.5,192.6,1008.7,53.5,23.1,137.4,12.2,5,,2023-08-27T06:21:16,2023-08-27T20:24:17,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/28/2023,20.3,11.6,15.4,20.3,11.6,15.4,12,81.4,0.396,100,12.5,rain,0,0,32.8,17.9,264.4,1010.1,31.8,27.7,124,10.6,7,,2023-08-28T06:23:01,2023-08-28T20:21:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/29/2023,19.1,8.9,14.4,19.1,8.9,14.4,11.5,84.7,0.096,100,4.17,rain,0,0,17.3,10.5,300.1,1011,84,19.3,159.4,13.6,7,,2023-08-29T06:24:46,2023-08-29T20:19:37,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/30/2023,19.4,9.9,14.6,19.4,9.9,14.6,12.1,86.1,1.113,100,29.17,rain,0,0,34.6,16,202,1006.4,64.3,23.1,121.9,10.7,6,,2023-08-30T06:26:31,2023-08-30T20:17:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",8/31/2023,17.5,10.2,13.9,17.5,10.2,13.9,10.9,83.3,0.584,100,12.5,rain,0,0,40,18.8,236.2,1007.1,43.3,33.2,189.2,16.3,9,,2023-08-31T06:28:16,2023-08-31T20:14:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/1/2023,19.9,10.2,15.3,19.9,10.2,15.3,10.8,76.4,0,0,0,,0,0,27.4,14.1,240.1,1013,38.1,37.3,154.6,13.2,8,,2023-09-01T06:30:01,2023-09-01T20:12:32,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/2/2023,21.8,6.4,14.6,21.8,6.4,14.6,10.6,80,0,0,0,,0,0,19.8,17.1,295.6,1020.3,12.8,19.4,208.8,18,7,,2023-09-02T06:31:46,2023-09-02T20:10:09,0.58,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/3/2023,20.5,11.6,16,20.5,11.6,16,12.7,82.3,0,0,0,,0,0,30.2,15.7,281.5,1026.8,91.7,18.3,135.4,11.7,6,,2023-09-03T06:33:30,2023-09-03T20:07:45,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/4/2023,24.5,8.2,16.4,24.5,8.2,16.4,12.4,80,0,0,0,,0,0,21.2,11.2,157.4,1027.9,3.4,22.1,205,17.8,6,,2023-09-04T06:35:15,2023-09-04T20:05:22,0.64,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/5/2023,29.3,11.2,19.7,29.3,11.2,19.8,14.8,77.6,0,0,0,,0,0,18.7,10.5,143.6,1022.5,13.5,29.1,196.2,16.9,7,,2023-09-05T06:37:00,2023-09-05T20:02:57,0.68,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/6/2023,29.4,12.4,21,30.4,12.4,21.2,16.7,79.6,0,0,0,,0,0,20.5,12.5,102.1,1022.1,0.3,25.4,197.7,17,6,,2023-09-06T06:38:45,2023-09-06T20:00:33,0.71,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/7/2023,27.4,14.4,20.3,27.5,14.4,20.4,15.4,77,0,0,0,,0,0,33.8,20.3,99.9,1023.2,8.1,30.7,191.2,16.6,6,,2023-09-07T06:40:29,2023-09-07T19:58:07,0.75,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/8/2023,29.8,13.4,20.3,29.5,13.4,20.4,14.9,74.2,0,0,0,,0,0,26.3,17.6,123.3,1019.5,0.5,35.2,185.5,16.2,6,,2023-09-08T06:42:14,2023-09-08T19:55:42,0.78,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",9/9/2023,30,13.2,21.1,30,13.2,21.1,15.5,74.3,0,0,0,,0,0,18.4,9,177,1016.8,1.7,30,179.3,15.5,6,,2023-09-09T06:43:59,2023-09-09T19:53:16,0.81,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
